,location_name,cause_name,year,GBD_val
597479,World Bank Low Income,Other non-communicable diseases,2001,3305.9931575439173
597485,World Bank Low Income,Other non-communicable diseases,2002,3232.2986579554718
597491,World Bank Low Income,Other non-communicable diseases,2003,3221.047625833594
597497,World Bank Low Income,Other non-communicable diseases,2004,3187.5928841386517
597503,World Bank Low Income,Other non-communicable diseases,2005,3138.988044620105
597509,World Bank Low Income,Other non-communicable diseases,2006,3108.1338154191917
597515,World Bank Low Income,Other non-communicable diseases,2007,3047.7390139528197
597521,World Bank Low Income,Other non-communicable diseases,2008,2984.6117809700922
597527,World Bank Low Income,Other non-communicable diseases,2009,2936.5132433057697
597533,World Bank Low Income,Other non-communicable diseases,2010,2884.9010514201677
597539,World Bank Low Income,Other non-communicable diseases,2011,2842.065427610668
597545,World Bank Low Income,Other non-communicable diseases,2012,2794.1707913562873
597551,World Bank Low Income,Other non-communicable diseases,2013,2744.9057805419297
597557,World Bank Low Income,Other non-communicable diseases,2014,2686.0174411764106
597563,World Bank Low Income,Other non-communicable diseases,2015,2635.8146841006837
597575,World Bank Low Income,Other non-communicable diseases,2016,2563.848861864873
597569,World Bank Low Income,Other non-communicable diseases,2017,2482.9426910654515
594557,World Bank Lower Middle Income,Other non-communicable diseases,1990,1967.0192952696725
594563,World Bank Lower Middle Income,Other non-communicable diseases,1991,1940.1250351613062
594569,World Bank Lower Middle Income,Other non-communicable diseases,1992,1899.0857534662732
594575,World Bank Lower Middle Income,Other non-communicable diseases,1993,1840.4119211553839
594581,World Bank Lower Middle Income,Other non-communicable diseases,1994,1790.7467943107013
594587,World Bank Lower Middle Income,Other non-communicable diseases,1995,1751.1149882703219
594593,World Bank Lower Middle Income,Other non-communicable diseases,1996,1710.2918700640405
594599,World Bank Lower Middle Income,Other non-communicable diseases,1997,1683.2909403345755
594605,World Bank Lower Middle Income,Other non-communicable diseases,1998,1656.0012838433865
594611,World Bank Lower Middle Income,Other non-communicable diseases,1999,1631.669529689448
594617,World Bank Lower Middle Income,Other non-communicable diseases,2000,1613.3723570027885
594623,World Bank Lower Middle Income,Other non-communicable diseases,2001,1587.2971336422422
594629,World Bank Lower Middle Income,Other non-communicable diseases,2002,1553.1067439577646
594635,World Bank Lower Middle Income,Other non-communicable diseases,2003,1516.116311092339
594641,World Bank Lower Middle Income,Other non-communicable diseases,2004,1486.893866606646
594647,World Bank Lower Middle Income,Other non-communicable diseases,2005,1455.9362232193648
594653,World Bank Lower Middle Income,Other non-communicable diseases,2006,1419.376093117769
594659,World Bank Lower Middle Income,Other non-communicable diseases,2007,1381.8505667050395
594665,World Bank Lower Middle Income,Other non-communicable diseases,2008,1356.10238803548
594671,World Bank Lower Middle Income,Other non-communicable diseases,2009,1324.8041147924894
594677,World Bank Lower Middle Income,Other non-communicable diseases,2010,1293.158581297642
594683,World Bank Lower Middle Income,Other non-communicable diseases,2011,1270.2706054726334
594689,World Bank Lower Middle Income,Other non-communicable diseases,2012,1242.277407302716
594695,World Bank Lower Middle Income,Other non-communicable diseases,2013,1213.4569876426876
594701,World Bank Lower Middle Income,Other non-communicable diseases,2014,1184.0217394227436
594707,World Bank Lower Middle Income,Other non-communicable diseases,2015,1162.6465824894406
594719,World Bank Lower Middle Income,Other non-communicable diseases,2016,1120.442109682577
594713,World Bank Lower Middle Income,Other non-communicable diseases,2017,1070.1297675798182
595901,World Bank Upper Middle Income,Other non-communicable diseases,1990,1489.3161674409641
595907,World Bank Upper Middle Income,Other non-communicable diseases,1991,1458.8878220599697
595913,World Bank Upper Middle Income,Other non-communicable diseases,1992,1421.3779033130802
595919,World Bank Upper Middle Income,Other non-communicable diseases,1993,1376.4845257305124
595925,World Bank Upper Middle Income,Other non-communicable diseases,1994,1329.6499736776261
595931,World Bank Upper Middle Income,Other non-communicable diseases,1995,1294.6799701909167
595937,World Bank Upper Middle Income,Other non-communicable diseases,1996,1256.8352350437333
595943,World Bank Upper Middle Income,Other non-communicable diseases,1997,1224.5594220314385
595949,World Bank Upper Middle Income,Other non-communicable diseases,1998,1177.6953320938644
595955,World Bank Upper Middle Income,Other non-communicable diseases,1999,1140.7044826068588
595961,World Bank Upper Middle Income,Other non-communicable diseases,2000,1094.6036658288956
595967,World Bank Upper Middle Income,Other non-communicable diseases,2001,1044.5380320330614
595973,World Bank Upper Middle Income,Other non-communicable diseases,2002,993.3805326137348
595979,World Bank Upper Middle Income,Other non-communicable diseases,2003,942.0083515854021
595985,World Bank Upper Middle Income,Other non-communicable diseases,2004,898.4532082867154
595991,World Bank Upper Middle Income,Other non-communicable diseases,2005,854.1463646649784
595997,World Bank Upper Middle Income,Other non-communicable diseases,2006,808.6408568258646
596003,World Bank Upper Middle Income,Other non-communicable diseases,2007,771.6269982191043
596009,World Bank Upper Middle Income,Other non-communicable diseases,2008,745.948933460065
596015,World Bank Upper Middle Income,Other non-communicable diseases,2009,722.0905862164607
596021,World Bank Upper Middle Income,Other non-communicable diseases,2010,696.4128198220067
596027,World Bank Upper Middle Income,Other non-communicable diseases,2011,670.4259390836069
596033,World Bank Upper Middle Income,Other non-communicable diseases,2012,651.6711948947824
596039,World Bank Upper Middle Income,Other non-communicable diseases,2013,632.1896070669177
596045,World Bank Upper Middle Income,Other non-communicable diseases,2014,617.2079509874336
596051,World Bank Upper Middle Income,Other non-communicable diseases,2015,590.2078542465807
596063,World Bank Upper Middle Income,Other non-communicable diseases,2016,555.3771604798477
596057,World Bank Upper Middle Income,Other non-communicable diseases,2017,518.9651010873612
280061,World Bank High Income,Respiratory infections and tuberculosis,1990,544.8815293591698
280067,World Bank High Income,Respiratory infections and tuberculosis,1991,533.8756316294752
280073,World Bank High Income,Respiratory infections and tuberculosis,1992,522.7826293992615
280079,World Bank High Income,Respiratory infections and tuberculosis,1993,523.4468304857351
280085,World Bank High Income,Respiratory infections and tuberculosis,1994,516.4438864991332
280091,World Bank High Income,Respiratory infections and tuberculosis,1995,516.0811737278468
280097,World Bank High Income,Respiratory infections and tuberculosis,1996,507.7977326691265
280103,World Bank High Income,Respiratory infections and tuberculosis,1997,502.8804343283271
280109,World Bank High Income,Respiratory infections and tuberculosis,1998,501.1174842623684
280115,World Bank High Income,Respiratory infections and tuberculosis,1999,496.54081050141434
280121,World Bank High Income,Respiratory infections and tuberculosis,2000,481.77541367545723
280127,World Bank High Income,Respiratory infections and tuberculosis,2001,466.11218825222085
280133,World Bank High Income,Respiratory infections and tuberculosis,2002,460.219705059046
280139,World Bank High Income,Respiratory infections and tuberculosis,2003,458.1362148601191
280145,World Bank High Income,Respiratory infections and tuberculosis,2004,446.72925228801836
280151,World Bank High Income,Respiratory infections and tuberculosis,2005,448.6656248023685
280157,World Bank High Income,Respiratory infections and tuberculosis,2006,443.40386128538466
280163,World Bank High Income,Respiratory infections and tuberculosis,2007,441.9545259278279
280169,World Bank High Income,Respiratory infections and tuberculosis,2008,442.62649889681364
280175,World Bank High Income,Respiratory infections and tuberculosis,2009,440.19505530554636
280181,World Bank High Income,Respiratory infections and tuberculosis,2010,435.8237771140828
280187,World Bank High Income,Respiratory infections and tuberculosis,2011,439.8170445493972
280193,World Bank High Income,Respiratory infections and tuberculosis,2012,439.85658374507705
280199,World Bank High Income,Respiratory infections and tuberculosis,2013,442.5329843142672
280205,World Bank High Income,Respiratory infections and tuberculosis,2014,443.562921098523
280208,World Bank High Income,Respiratory infections and tuberculosis,2015,449.85982666399696
280223,World Bank High Income,Respiratory infections and tuberculosis,2016,453.88822802607285
280217,World Bank High Income,Respiratory infections and tuberculosis,2017,457.9359739615824
290477,World Bank Low Income,Respiratory infections and tuberculosis,1990,15313.948277877815
290483,World Bank Low Income,Respiratory infections and tuberculosis,1991,14996.463859539186
290489,World Bank Low Income,Respiratory infections and tuberculosis,1992,14731.753555443394
290495,World Bank Low Income,Respiratory infections and tuberculosis,1993,14598.242644969841
290501,World Bank Low Income,Respiratory infections and tuberculosis,1994,14370.353048766976
290507,World Bank Low Income,Respiratory infections and tuberculosis,1995,14019.921854114978
290513,World Bank Low Income,Respiratory infections and tuberculosis,1996,13600.640585029143
290519,World Bank Low Income,Respiratory infections and tuberculosis,1997,13180.500625266714
290525,World Bank Low Income,Respiratory infections and tuberculosis,1998,12786.789100604692
290531,World Bank Low Income,Respiratory infections and tuberculosis,1999,12360.979686057195
290537,World Bank Low Income,Respiratory infections and tuberculosis,2000,11928.290165742737
290543,World Bank Low Income,Respiratory infections and tuberculosis,2001,11459.161092701572
290549,World Bank Low Income,Respiratory infections and tuberculosis,2002,10888.285174101391
290555,World Bank Low Income,Respiratory infections and tuberculosis,2003,10481.309878692873
290561,World Bank Low Income,Respiratory infections and tuberculosis,2004,10013.128356538342
290567,World Bank Low Income,Respiratory infections and tuberculosis,2005,9551.255318680503
290573,World Bank Low Income,Respiratory infections and tuberculosis,2006,9171.834570070998
290579,World Bank Low Income,Respiratory infections and tuberculosis,2007,8781.806880417089
290585,World Bank Low Income,Respiratory infections and tuberculosis,2008,8371.030426900592
290591,World Bank Low Income,Respiratory infections and tuberculosis,2009,8011.492373912406
290597,World Bank Low Income,Respiratory infections and tuberculosis,2010,7641.382101692493
290603,World Bank Low Income,Respiratory infections and tuberculosis,2011,7296.97288610226
290609,World Bank Low Income,Respiratory infections and tuberculosis,2012,6971.0921858814145
290615,World Bank Low Income,Respiratory infections and tuberculosis,2013,6661.983431443518
290621,World Bank Low Income,Respiratory infections and tuberculosis,2014,6375.695649900395
290627,World Bank Low Income,Respiratory infections and tuberculosis,2015,6107.219758069195
290639,World Bank Low Income,Respiratory infections and tuberculosis,2016,5809.708037966626
